path,type,size,permissions,modification_time,user,group,device_id,hard_links,special_device_id,inode,block_size,blocks,flags,generation,access_time,change_time,birth_time
tweets_2018/tweets_2018-10/27/tweets2018-10-27-08-00.jsonl,file, 168.65M,rwxr-xr-x,2018-12-28T23:23:21Z,hduser,datalab2,2065,1,0,304292758,4096,345408,0,0,2018-12-28T23:23:19Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
tweets_2018/tweets_2018-10/27/tweets2018-10-27-09-00.jsonl,file, 160.25M,rwxr-xr-x,2018-12-28T23:22:59Z,hduser,datalab2,2065,1,0,304292746,4096,328200,0,0,2018-12-28T23:22:57Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
tweets_2018/tweets_2018-10/27/tweets2018-10-27-10-00.jsonl,file, 161.88M,rwxr-xr-x,2018-12-28T23:23:23Z,hduser,datalab2,2065,1,0,304292759,4096,331536,0,0,2018-12-28T23:23:21Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
tweets_2018/tweets_2018-10/27/tweets2018-10-27-11-00.jsonl,file, 194.68M,rwxr-xr-x,2018-12-28T23:24:07Z,hduser,datalab2,2065,1,0,304292779,4096,398696,0,0,2018-12-28T23:24:06Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
tweets_2018/tweets_2018-10/27/tweets2018-10-27-12-00.jsonl,file, 226.83M,rwxr-xr-x,2018-12-28T23:24:26Z,hduser,datalab2,2065,1,0,304292787,4096,464544,0,0,2018-12-28T23:24:23Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
tweets_2018/tweets_2018-10/27/tweets2018-10-27-13-00.jsonl,file, 263.45M,rwxr-xr-x,2018-12-28T23:24:53Z,hduser,datalab2,2065,1,0,304292801,4096,539544,0,0,2018-12-28T23:24:50Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
tweets_2018/tweets_2018-10/27/tweets2018-10-27-14-00.jsonl,file, 302.49M,rwxr-xr-x,2018-12-28T23:23:45Z,hduser,datalab2,2065,1,0,304292771,4096,619496,0,0,2018-12-28T23:23:42Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
tweets_2018/tweets_2018-10/27/tweets2018-10-27-15-00.jsonl,file, 328.82M,rwxr-xr-x,2018-12-28T23:23:12Z,hduser,datalab2,2065,1,0,304292751,4096,673424,0,0,2018-12-28T23:23:09Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
tweets_2018/tweets_2018-10/27/tweets2018-10-27-16-00.jsonl,file, 625.64M,rwxr-xr-x,2018-12-28T23:22:43Z,hduser,datalab2,2065,1,0,304292736,4096,1281328,0,0,2018-12-28T23:22:37Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
tweets_2018/tweets_2018-10/27/tweets2018-10-27-17-00.jsonl,file, 999.99M,rwxr-xr-x,2018-12-28T23:25:03Z,hduser,datalab2,2065,1,0,304292802,4096,2048e3,0,0,2018-12-28T23:24:53Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
tweets_2018/tweets_2018-10/27/tweets2018-10-27-18-00.jsonl,file, 974.7M,rwxr-xr-x,2018-12-28T23:23:54Z,hduser,datalab2,2065,1,0,304292772,4096,1996208,0,0,2018-12-28T23:23:45Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
tweets_2018/tweets_2018-10/27/tweets2018-10-27-19-00.jsonl,file, 969M,rwxr-xr-x,2018-12-28T23:22:33Z,hduser,datalab2,2065,1,0,304292732,4096,1984528,0,0,2018-12-28T23:22:23Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
tweets_2018/tweets_2018-10/27/tweets2018-10-27-20-00.jsonl,file, 912.88M,rwxr-xr-x,2018-12-28T23:24:23Z,hduser,datalab2,2065,1,0,304292786,4096,1869600,0,0,2018-12-28T23:24:14Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
tweets_2018/tweets_2018-10/27/tweets2018-10-27-21-00.jsonl,file, 839.56M,rwxr-xr-x,2018-12-28T23:23:07Z,hduser,datalab2,2065,1,0,304292748,4096,1719424,0,0,2018-12-28T23:22:59Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
tweets_2018/tweets_2018-10/27/tweets2018-10-27-22-00.jsonl,file, 813.9M,rwxr-xr-x,2018-12-28T23:24:45Z,hduser,datalab2,2065,1,0,304292795,4096,1666880,0,0,2018-12-28T23:24:37Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
tweets_2018/tweets_2018-10/27/tweets2018-10-27-23-00.jsonl,file, 747.08M,rwxr-xr-x,2018-12-28T23:24:06Z,hduser,datalab2,2065,1,0,304292778,4096,1530024,0,0,2018-12-28T23:23:58Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
tweets_2018/tweets_2018-10/28/tweets2018-10-28-00-00.jsonl,file, 675.55M,rwxr-xr-x,2018-12-28T22:59:06Z,hduser,datalab2,2065,1,0,304291608,4096,1383536,0,0,2018-12-28T22:59:00Z,2019-04-10T10:46:45Z,2019-04-10T10:46:45Z
tweets_2018/tweets_2018-10/28/tweets2018-10-28-01-00.jsonl,file, 653.7M,rwxr-xr-x,2018-12-28T22:57:34Z,hduser,datalab2,2065,1,0,304291574,4096,1338792,0,0,2018-12-28T22:57:28Z,2019-04-10T10:46:45Z,2019-04-10T10:46:45Z
tweets_2018/tweets_2018-10/28/tweets2018-10-28-01-01.jsonl,file, 599.96M,rwxr-xr-x,2018-12-28T22:58:07Z,hduser,datalab2,2065,1,0,304291585,4096,1228728,0,0,2018-12-28T22:58:01Z,2019-04-10T10:46:45Z,2019-04-10T10:46:45Z
tweets_2018/tweets_2018-10/28/tweets2018-10-28-02-00.jsonl,file, 614.15M,rwxr-xr-x,2018-12-28T22:58:14Z,hduser,datalab2,2065,1,0,304291587,4096,1257800,0,0,2018-12-28T22:58:08Z,2019-04-10T10:46:45Z,2019-04-10T10:46:45Z
tweets_2018/tweets_2018-10/28/tweets2018-10-28-03-00.jsonl,file, 523.27M,rwxr-xr-x,2018-12-28T23:00:52Z,hduser,datalab2,2065,1,0,304291649,4096,1071664,0,0,2018-12-28T23:00:36Z,2019-04-10T10:46:45Z,2019-04-10T10:46:45Z
